"Step","gpt1709446151.2975984 - train_loss","gpt1709446151.2975984 - train_loss__MIN","gpt1709446151.2975984 - train_loss__MAX","gpt1709417396.5932615 - train_loss","gpt1709417396.5932615 - train_loss__MIN","gpt1709417396.5932615 - train_loss__MAX","gpt1709413573.4745002 - train_loss","gpt1709413573.4745002 - train_loss__MIN","gpt1709413573.4745002 - train_loss__MAX"
"59","1.2376757860183716","1.2376757860183716","1.2376757860183716","1.3435685634613037","1.3435685634613037","1.3435685634613037","1.6050082445144653","1.6050082445144653","1.6050082445144653"
"60","1.2444521188735962","1.2444521188735962","1.2444521188735962","1.356916904449463","1.356916904449463","1.356916904449463","1.6059669256210327","1.6059669256210327","1.6059669256210327"
"61","1.2283531427383423","1.2283531427383423","1.2283531427383423","1.3386344909667969","1.3386344909667969","1.3386344909667969","1.5955450534820557","1.5955450534820557","1.5955450534820557"
"62","1.2309974431991577","1.2309974431991577","1.2309974431991577","1.344956874847412","1.344956874847412","1.344956874847412","1.5905990600585938","1.5905990600585938","1.5905990600585938"
"63","1.2506505250930786","1.2506505250930786","1.2506505250930786","1.3522131443023682","1.3522131443023682","1.3522131443023682","1.5841823816299438","1.5841823816299438","1.5841823816299438"
"64","1.2342569828033447","1.2342569828033447","1.2342569828033447","1.3481149673461914","1.3481149673461914","1.3481149673461914","1.5768589973449707","1.5768589973449707","1.5768589973449707"
"65","1.2337864637374878","1.2337864637374878","1.2337864637374878","1.3447376489639282","1.3447376489639282","1.3447376489639282","1.5769037008285522","1.5769037008285522","1.5769037008285522"
"66","1.2331135272979736","1.2331135272979736","1.2331135272979736","1.346281886100769","1.346281886100769","1.346281886100769","1.57123601436615","1.57123601436615","1.57123601436615"
"67","1.2387003898620605","1.2387003898620605","1.2387003898620605","1.3164432048797607","1.3164432048797607","1.3164432048797607","1.5624014139175415","1.5624014139175415","1.5624014139175415"
"68","1.2311538457870483","1.2311538457870483","1.2311538457870483","1.3480054140090942","1.3480054140090942","1.3480054140090942","1.5726453065872192","1.5726453065872192","1.5726453065872192"
"69","1.2283902168273926","1.2283902168273926","1.2283902168273926","1.3168232440948486","1.3168232440948486","1.3168232440948486","1.563808560371399","1.563808560371399","1.563808560371399"
"70","1.2458926439285278","1.2458926439285278","1.2458926439285278","1.337807059288025","1.337807059288025","1.337807059288025","1.5600072145462036","1.5600072145462036","1.5600072145462036"
"71","1.2305335998535156","1.2305335998535156","1.2305335998535156","1.342207670211792","1.342207670211792","1.342207670211792","1.5587555170059204","1.5587555170059204","1.5587555170059204"
"72","1.2263864278793335","1.2263864278793335","1.2263864278793335","1.3266202211380005","1.3266202211380005","1.3266202211380005","1.5310158729553223","1.5310158729553223","1.5310158729553223"
"73","1.218712329864502","1.218712329864502","1.218712329864502","1.3384575843811035","1.3384575843811035","1.3384575843811035","1.5377551317214966","1.5377551317214966","1.5377551317214966"
"74","1.2454735040664673","1.2454735040664673","1.2454735040664673","1.3353580236434937","1.3353580236434937","1.3353580236434937","1.5316994190216064","1.5316994190216064","1.5316994190216064"
"75","1.2158687114715576","1.2158687114715576","1.2158687114715576","1.3201241493225098","1.3201241493225098","1.3201241493225098","1.5343029499053955","1.5343029499053955","1.5343029499053955"
"76","1.2429184913635254","1.2429184913635254","1.2429184913635254","1.3319398164749146","1.3319398164749146","1.3319398164749146","1.5354994535446167","1.5354994535446167","1.5354994535446167"
"77","1.2307255268096924","1.2307255268096924","1.2307255268096924","1.314613699913025","1.314613699913025","1.314613699913025","1.5283119678497314","1.5283119678497314","1.5283119678497314"
"78","1.2175755500793457","1.2175755500793457","1.2175755500793457","1.3164777755737305","1.3164777755737305","1.3164777755737305","1.5291208028793335","1.5291208028793335","1.5291208028793335"
"79","1.2305638790130615","1.2305638790130615","1.2305638790130615","1.3262439966201782","1.3262439966201782","1.3262439966201782","1.530235767364502","1.530235767364502","1.530235767364502"
"80","1.2155722379684448","1.2155722379684448","1.2155722379684448","1.3261406421661377","1.3261406421661377","1.3261406421661377","1.517377495765686","1.517377495765686","1.517377495765686"
"81","1.232231616973877","1.232231616973877","1.232231616973877","1.3131203651428223","1.3131203651428223","1.3131203651428223","1.5218333005905151","1.5218333005905151","1.5218333005905151"
"82","1.217682957649231","1.217682957649231","1.217682957649231","1.3190785646438599","1.3190785646438599","1.3190785646438599","1.5108423233032227","1.5108423233032227","1.5108423233032227"
"83","1.2219820022583008","1.2219820022583008","1.2219820022583008","1.3210420608520508","1.3210420608520508","1.3210420608520508","1.4977951049804688","1.4977951049804688","1.4977951049804688"
"84","1.2150428295135498","1.2150428295135498","1.2150428295135498","1.3147791624069214","1.3147791624069214","1.3147791624069214","1.511924386024475","1.511924386024475","1.511924386024475"
"85","1.207146167755127","1.207146167755127","1.207146167755127","1.3278717994689941","1.3278717994689941","1.3278717994689941","1.479661226272583","1.479661226272583","1.479661226272583"
"86","1.2265496253967285","1.2265496253967285","1.2265496253967285","1.3164249658584595","1.3164249658584595","1.3164249658584595","1.510469913482666","1.510469913482666","1.510469913482666"
"87","1.2168173789978027","1.2168173789978027","1.2168173789978027","1.3194689750671387","1.3194689750671387","1.3194689750671387","1.5047638416290283","1.5047638416290283","1.5047638416290283"
"88","1.1975170373916626","1.1975170373916626","1.1975170373916626","1.3020869493484497","1.3020869493484497","1.3020869493484497","1.518789529800415","1.518789529800415","1.518789529800415"
"89","1.2086743116378784","1.2086743116378784","1.2086743116378784","1.3097808361053467","1.3097808361053467","1.3097808361053467","1.4881842136383057","1.4881842136383057","1.4881842136383057"
"90","1.220542550086975","1.220542550086975","1.220542550086975","1.305783748626709","1.305783748626709","1.305783748626709","1.4806632995605469","1.4806632995605469","1.4806632995605469"
"91","1.2074650526046753","1.2074650526046753","1.2074650526046753","1.3037714958190918","1.3037714958190918","1.3037714958190918","1.4909199476242065","1.4909199476242065","1.4909199476242065"
"92","1.213141679763794","1.213141679763794","1.213141679763794","1.306807518005371","1.306807518005371","1.306807518005371","1.4900403022766113","1.4900403022766113","1.4900403022766113"
"93","1.2162675857543945","1.2162675857543945","1.2162675857543945","1.299938678741455","1.299938678741455","1.299938678741455","1.4850566387176514","1.4850566387176514","1.4850566387176514"
"94","1.2150543928146362","1.2150543928146362","1.2150543928146362","1.3127317428588867","1.3127317428588867","1.3127317428588867","1.4736248254776","1.4736248254776","1.4736248254776"
"95","1.2147740125656128","1.2147740125656128","1.2147740125656128","1.3088113069534302","1.3088113069534302","1.3088113069534302","1.4694299697875977","1.4694299697875977","1.4694299697875977"
"96","1.2093195915222168","1.2093195915222168","1.2093195915222168","1.289068579673767","1.289068579673767","1.289068579673767","1.4879909753799438","1.4879909753799438","1.4879909753799438"
"97","1.2192548513412476","1.2192548513412476","1.2192548513412476","1.2965854406356812","1.2965854406356812","1.2965854406356812","1.462023138999939","1.462023138999939","1.462023138999939"
"98","1.1969074010849","1.1969074010849","1.1969074010849","1.2963230609893799","1.2963230609893799","1.2963230609893799","1.4764660596847534","1.4764660596847534","1.4764660596847534"
"99","1.19411039352417","1.19411039352417","1.19411039352417","1.309268593788147","1.309268593788147","1.309268593788147","1.4564094543457031","1.4564094543457031","1.4564094543457031"
"100","1.220121145248413","1.220121145248413","1.220121145248413","1.304240107536316","1.304240107536316","1.304240107536316","1.4604121446609497","1.4604121446609497","1.4604121446609497"
"101","1.2097651958465576","1.2097651958465576","1.2097651958465576","","","","","",""
"102","1.2113142013549805","1.2113142013549805","1.2113142013549805","","","","","",""
"103","1.2195221185684204","1.2195221185684204","1.2195221185684204","","","","","",""
"104","1.2029567956924438","1.2029567956924438","1.2029567956924438","","","","","",""
"105","1.217883586883545","1.217883586883545","1.217883586883545","","","","","",""
"106","1.229143500328064","1.229143500328064","1.229143500328064","","","","","",""
"107","1.2059508562088013","1.2059508562088013","1.2059508562088013","","","","","",""
"108","1.1972322463989258","1.1972322463989258","1.1972322463989258","","","","","",""
"109","1.2140008211135864","1.2140008211135864","1.2140008211135864","","","","","",""
"110","1.2060823440551758","1.2060823440551758","1.2060823440551758","","","","","",""
"111","1.2001761198043823","1.2001761198043823","1.2001761198043823","","","","","",""
"112","1.1834238767623901","1.1834238767623901","1.1834238767623901","","","","","",""
"113","1.1967560052871704","1.1967560052871704","1.1967560052871704","","","","","",""
"114","1.2034292221069336","1.2034292221069336","1.2034292221069336","","","","","",""
"115","1.1921018362045288","1.1921018362045288","1.1921018362045288","","","","","",""
"116","1.1988365650177002","1.1988365650177002","1.1988365650177002","","","","","",""
"117","1.1960638761520386","1.1960638761520386","1.1960638761520386","","","","","",""
"118","1.201311707496643","1.201311707496643","1.201311707496643","","","","","",""
"119","1.206432580947876","1.206432580947876","1.206432580947876","","","","","",""
"120","1.1997878551483154","1.1997878551483154","1.1997878551483154","","","","","",""
"121","1.1878924369812012","1.1878924369812012","1.1878924369812012","","","","","",""
"122","1.1820627450942993","1.1820627450942993","1.1820627450942993","","","","","",""
"123","1.1806219816207886","1.1806219816207886","1.1806219816207886","","","","","",""
"124","1.1927025318145752","1.1927025318145752","1.1927025318145752","","","","","",""
"125","1.1791445016860962","1.1791445016860962","1.1791445016860962","","","","","",""
"126","1.1967889070510864","1.1967889070510864","1.1967889070510864","","","","","",""
"127","1.1904370784759521","1.1904370784759521","1.1904370784759521","","","","","",""
"128","1.1898996829986572","1.1898996829986572","1.1898996829986572","","","","","",""
"129","1.183834195137024","1.183834195137024","1.183834195137024","","","","","",""
"130","1.1906371116638184","1.1906371116638184","1.1906371116638184","","","","","",""
"131","1.1878572702407837","1.1878572702407837","1.1878572702407837","","","","","",""
"132","1.1875286102294922","1.1875286102294922","1.1875286102294922","","","","","",""
"133","1.1795835494995117","1.1795835494995117","1.1795835494995117","","","","","",""
"134","1.1909985542297363","1.1909985542297363","1.1909985542297363","","","","","",""
"135","1.1823902130126953","1.1823902130126953","1.1823902130126953","","","","","",""
"136","1.1812000274658203","1.1812000274658203","1.1812000274658203","","","","","",""
"137","1.178699016571045","1.178699016571045","1.178699016571045","","","","","",""
"138","1.1838631629943848","1.1838631629943848","1.1838631629943848","","","","","",""
"139","1.1930855512619019","1.1930855512619019","1.1930855512619019","","","","","",""
"140","1.1827683448791504","1.1827683448791504","1.1827683448791504","","","","","",""
"141","1.1919764280319214","1.1919764280319214","1.1919764280319214","","","","","",""
"142","1.1857759952545166","1.1857759952545166","1.1857759952545166","","","","","",""
"143","1.1826733350753784","1.1826733350753784","1.1826733350753784","","","","","",""
"144","1.1735814809799194","1.1735814809799194","1.1735814809799194","","","","","",""
"145","1.168606162071228","1.168606162071228","1.168606162071228","","","","","",""
"146","1.1753108501434326","1.1753108501434326","1.1753108501434326","","","","","",""
"147","1.1812677383422852","1.1812677383422852","1.1812677383422852","","","","","",""
"148","1.1851550340652466","1.1851550340652466","1.1851550340652466","","","","","",""
"149","1.193217158317566","1.193217158317566","1.193217158317566","","","","","",""
"150","1.1797478199005127","1.1797478199005127","1.1797478199005127","","","","","",""
"151","1.187743902206421","1.187743902206421","1.187743902206421","","","","","",""
"152","1.169634461402893","1.169634461402893","1.169634461402893","","","","","",""
"153","1.16476571559906","1.16476571559906","1.16476571559906","","","","","",""
"154","1.154279351234436","1.154279351234436","1.154279351234436","","","","","",""
"155","1.1749663352966309","1.1749663352966309","1.1749663352966309","","","","","",""
"156","1.1907281875610352","1.1907281875610352","1.1907281875610352","","","","","",""
"157","1.1852167844772339","1.1852167844772339","1.1852167844772339","","","","","",""
"158","1.1605408191680908","1.1605408191680908","1.1605408191680908","","","","","",""
"159","1.171614170074463","1.171614170074463","1.171614170074463","","","","","",""
"160","1.1646153926849365","1.1646153926849365","1.1646153926849365","","","","","",""
"161","1.1664915084838867","1.1664915084838867","1.1664915084838867","","","","","",""
"162","1.1706546545028687","1.1706546545028687","1.1706546545028687","","","","","",""
"163","1.1632405519485474","1.1632405519485474","1.1632405519485474","","","","","",""
"164","1.1670844554901123","1.1670844554901123","1.1670844554901123","","","","","",""
"165","1.1655967235565186","1.1655967235565186","1.1655967235565186","","","","","",""
"166","1.1601932048797607","1.1601932048797607","1.1601932048797607","","","","","",""
"167","1.1694817543029785","1.1694817543029785","1.1694817543029785","","","","","",""
"168","1.1612880229949951","1.1612880229949951","1.1612880229949951","","","","","",""
"169","1.148825764656067","1.148825764656067","1.148825764656067","","","","","",""
"170","1.1662521362304688","1.1662521362304688","1.1662521362304688","","","","","",""
"171","1.1564512252807617","1.1564512252807617","1.1564512252807617","","","","","",""
"172","1.1624523401260376","1.1624523401260376","1.1624523401260376","","","","","",""
"173","1.1605076789855957","1.1605076789855957","1.1605076789855957","","","","","",""
"174","1.1523164510726929","1.1523164510726929","1.1523164510726929","","","","","",""
"175","1.1558059453964233","1.1558059453964233","1.1558059453964233","","","","","",""
"176","1.1579418182373047","1.1579418182373047","1.1579418182373047","","","","","",""
"177","1.162616491317749","1.162616491317749","1.162616491317749","","","","","",""
"178","1.1628389358520508","1.1628389358520508","1.1628389358520508","","","","","",""
"179","1.1518301963806152","1.1518301963806152","1.1518301963806152","","","","","",""
"180","1.1607365608215332","1.1607365608215332","1.1607365608215332","","","","","",""
"181","1.1606581211090088","1.1606581211090088","1.1606581211090088","","","","","",""
"182","1.1585386991500854","1.1585386991500854","1.1585386991500854","","","","","",""
"183","1.1515851020812988","1.1515851020812988","1.1515851020812988","","","","","",""
"184","1.140957236289978","1.140957236289978","1.140957236289978","","","","","",""
"185","1.159238576889038","1.159238576889038","1.159238576889038","","","","","",""
"186","1.15053391456604","1.15053391456604","1.15053391456604","","","","","",""
"187","1.173988938331604","1.173988938331604","1.173988938331604","","","","","",""
"188","1.1480627059936523","1.1480627059936523","1.1480627059936523","","","","","",""
"189","1.161709189414978","1.161709189414978","1.161709189414978","","","","","",""
"190","1.1499245166778564","1.1499245166778564","1.1499245166778564","","","","","",""
"191","1.1546589136123657","1.1546589136123657","1.1546589136123657","","","","","",""
"192","1.1545759439468384","1.1545759439468384","1.1545759439468384","","","","","",""
"193","1.1410470008850098","1.1410470008850098","1.1410470008850098","","","","","",""
"194","1.1541639566421509","1.1541639566421509","1.1541639566421509","","","","","",""
"195","1.1580307483673096","1.1580307483673096","1.1580307483673096","","","","","",""
"196","1.1516175270080566","1.1516175270080566","1.1516175270080566","","","","","",""
"197","1.1563317775726318","1.1563317775726318","1.1563317775726318","","","","","",""
"198","1.159595012664795","1.159595012664795","1.159595012664795","","","","","",""
"199","1.1334019899368286","1.1334019899368286","1.1334019899368286","","","","","",""
"200","1.1452465057373047","1.1452465057373047","1.1452465057373047","","","","","",""
