"Step","gpt1709446151.2975984 - val_loss","gpt1709446151.2975984 - val_loss__MIN","gpt1709446151.2975984 - val_loss__MAX","gpt1709417396.5932615 - val_loss","gpt1709417396.5932615 - val_loss__MIN","gpt1709417396.5932615 - val_loss__MAX","gpt1709413573.4745002 - val_loss","gpt1709413573.4745002 - val_loss__MIN","gpt1709413573.4745002 - val_loss__MAX"
"15","1.4097436666488647","1.4097436666488647","1.4097436666488647","1.493838906288147","1.493838906288147","1.493838906288147","1.918534755706787","1.918534755706787","1.918534755706787"
"16","1.4414159059524536","1.4414159059524536","1.4414159059524536","1.5060008764266968","1.5060008764266968","1.5060008764266968","1.9111918210983276","1.9111918210983276","1.9111918210983276"
"17","1.4192602634429932","1.4192602634429932","1.4192602634429932","1.4908524751663208","1.4908524751663208","1.4908524751663208","1.8963879346847534","1.8963879346847534","1.8963879346847534"
"18","1.4168354272842407","1.4168354272842407","1.4168354272842407","1.5007740259170532","1.5007740259170532","1.5007740259170532","1.8847426176071167","1.8847426176071167","1.8847426176071167"
"19","1.4226456880569458","1.4226456880569458","1.4226456880569458","1.5096189975738525","1.5096189975738525","1.5096189975738525","1.8873339891433716","1.8873339891433716","1.8873339891433716"
"20","1.4131473302841187","1.4131473302841187","1.4131473302841187","1.498410940170288","1.498410940170288","1.498410940170288","1.8615493774414062","1.8615493774414062","1.8615493774414062"
"21","1.4226144552230835","1.4226144552230835","1.4226144552230835","1.4893348217010498","1.4893348217010498","1.4893348217010498","1.845096468925476","1.845096468925476","1.845096468925476"
"22","1.4182430505752563","1.4182430505752563","1.4182430505752563","1.490923285484314","1.490923285484314","1.490923285484314","1.8498557806015015","1.8498557806015015","1.8498557806015015"
"23","1.4243899583816528","1.4243899583816528","1.4243899583816528","1.4969124794006348","1.4969124794006348","1.4969124794006348","1.842276930809021","1.842276930809021","1.842276930809021"
"24","1.431746244430542","1.431746244430542","1.431746244430542","1.487562894821167","1.487562894821167","1.487562894821167","1.8241772651672363","1.8241772651672363","1.8241772651672363"
"25","1.4177944660186768","1.4177944660186768","1.4177944660186768","1.4812216758728027","1.4812216758728027","1.4812216758728027","1.8296890258789062","1.8296890258789062","1.8296890258789062"
"26","1.4364526271820068","1.4364526271820068","1.4364526271820068","1.4874675273895264","1.4874675273895264","1.4874675273895264","1.8099687099456787","1.8099687099456787","1.8099687099456787"
"27","1.4173372983932495","1.4173372983932495","1.4173372983932495","1.4939428567886353","1.4939428567886353","1.4939428567886353","1.8064132928848267","1.8064132928848267","1.8064132928848267"
"28","1.4255906343460083","1.4255906343460083","1.4255906343460083","1.4923720359802246","1.4923720359802246","1.4923720359802246","1.8078001737594604","1.8078001737594604","1.8078001737594604"
"29","1.4129958152770996","1.4129958152770996","1.4129958152770996","1.487898588180542","1.487898588180542","1.487898588180542","1.795107364654541","1.795107364654541","1.795107364654541"
"30","1.4055801630020142","1.4055801630020142","1.4055801630020142","1.4855782985687256","1.4855782985687256","1.4855782985687256","1.7883785963058472","1.7883785963058472","1.7883785963058472"
"31","1.4252405166625977","1.4252405166625977","1.4252405166625977","1.486487627029419","1.486487627029419","1.486487627029419","1.7762293815612793","1.7762293815612793","1.7762293815612793"
"32","1.4133384227752686","1.4133384227752686","1.4133384227752686","1.4922350645065308","1.4922350645065308","1.4922350645065308","1.7552549839019775","1.7552549839019775","1.7552549839019775"
"33","1.422166347503662","1.422166347503662","1.422166347503662","1.4907937049865723","1.4907937049865723","1.4907937049865723","1.7604494094848633","1.7604494094848633","1.7604494094848633"
"34","1.4206081628799438","1.4206081628799438","1.4206081628799438","1.4795336723327637","1.4795336723327637","1.4795336723327637","1.7496181726455688","1.7496181726455688","1.7496181726455688"
"35","1.4155006408691406","1.4155006408691406","1.4155006408691406","1.4857122898101807","1.4857122898101807","1.4857122898101807","1.758487343788147","1.758487343788147","1.758487343788147"
"36","1.4251445531845093","1.4251445531845093","1.4251445531845093","1.4802157878875732","1.4802157878875732","1.4802157878875732","1.7434532642364502","1.7434532642364502","1.7434532642364502"
"37","1.4084885120391846","1.4084885120391846","1.4084885120391846","1.4867817163467407","1.4867817163467407","1.4867817163467407","1.7308158874511719","1.7308158874511719","1.7308158874511719"
"38","1.424283742904663","1.424283742904663","1.424283742904663","1.4665374755859375","1.4665374755859375","1.4665374755859375","1.7347438335418701","1.7347438335418701","1.7347438335418701"
"39","1.4223132133483887","1.4223132133483887","1.4223132133483887","1.4814621210098267","1.4814621210098267","1.4814621210098267","1.740984320640564","1.740984320640564","1.740984320640564"
"40","1.4011411666870117","1.4011411666870117","1.4011411666870117","1.4762623310089111","1.4762623310089111","1.4762623310089111","1.7281785011291504","1.7281785011291504","1.7281785011291504"
"41","1.435396432876587","1.435396432876587","1.435396432876587","1.474129319190979","1.474129319190979","1.474129319190979","1.7107129096984863","1.7107129096984863","1.7107129096984863"
"42","1.401984691619873","1.401984691619873","1.401984691619873","1.4745469093322754","1.4745469093322754","1.4745469093322754","1.698079228401184","1.698079228401184","1.698079228401184"
"43","1.399584174156189","1.399584174156189","1.399584174156189","1.476269245147705","1.476269245147705","1.476269245147705","1.7006769180297852","1.7006769180297852","1.7006769180297852"
"44","1.4213944673538208","1.4213944673538208","1.4213944673538208","1.4738496541976929","1.4738496541976929","1.4738496541976929","1.6919410228729248","1.6919410228729248","1.6919410228729248"
"45","1.4111871719360352","1.4111871719360352","1.4111871719360352","1.4712371826171875","1.4712371826171875","1.4712371826171875","1.6869806051254272","1.6869806051254272","1.6869806051254272"
"46","1.4150359630584717","1.4150359630584717","1.4150359630584717","1.4557881355285645","1.4557881355285645","1.4557881355285645","1.695953369140625","1.695953369140625","1.695953369140625"
"47","1.4079370498657227","1.4079370498657227","1.4079370498657227","1.4499917030334473","1.4499917030334473","1.4499917030334473","1.691136121749878","1.691136121749878","1.691136121749878"
"48","1.414914846420288","1.414914846420288","1.414914846420288","1.4666223526000977","1.4666223526000977","1.4666223526000977","1.650321364402771","1.650321364402771","1.650321364402771"
"49","1.4163419008255005","1.4163419008255005","1.4163419008255005","1.4617869853973389","1.4617869853973389","1.4617869853973389","1.6630139350891113","1.6630139350891113","1.6630139350891113"
"50","1.4018672704696655","1.4018672704696655","1.4018672704696655","1.4694339036941528","1.4694339036941528","1.4694339036941528","1.67754328250885","1.67754328250885","1.67754328250885"
"51","1.43831467628479","1.43831467628479","1.43831467628479","1.459128737449646","1.459128737449646","1.459128737449646","1.6669578552246094","1.6669578552246094","1.6669578552246094"
"52","1.3976659774780273","1.3976659774780273","1.3976659774780273","1.4512029886245728","1.4512029886245728","1.4512029886245728","1.6757571697235107","1.6757571697235107","1.6757571697235107"
"53","1.4053354263305664","1.4053354263305664","1.4053354263305664","1.4509600400924683","1.4509600400924683","1.4509600400924683","1.6513736248016357","1.6513736248016357","1.6513736248016357"
"54","1.4134538173675537","1.4134538173675537","1.4134538173675537","1.4679956436157227","1.4679956436157227","1.4679956436157227","1.6487051248550415","1.6487051248550415","1.6487051248550415"
"55","1.4301533699035645","1.4301533699035645","1.4301533699035645","1.4596290588378906","1.4596290588378906","1.4596290588378906","1.639439582824707","1.639439582824707","1.639439582824707"
"56","1.420374870300293","1.420374870300293","1.420374870300293","1.4609951972961426","1.4609951972961426","1.4609951972961426","1.6435492038726807","1.6435492038726807","1.6435492038726807"
"57","1.4107022285461426","1.4107022285461426","1.4107022285461426","1.4576170444488525","1.4576170444488525","1.4576170444488525","1.6430743932724","1.6430743932724","1.6430743932724"
"58","1.4299546480178833","1.4299546480178833","1.4299546480178833","1.4663482904434204","1.4663482904434204","1.4663482904434204","1.6340283155441284","1.6340283155441284","1.6340283155441284"
"59","1.398604393005371","1.398604393005371","1.398604393005371","1.4565865993499756","1.4565865993499756","1.4565865993499756","1.6395928859710693","1.6395928859710693","1.6395928859710693"
"60","1.4167065620422363","1.4167065620422363","1.4167065620422363","1.460514783859253","1.460514783859253","1.460514783859253","1.606376051902771","1.606376051902771","1.606376051902771"
"61","1.3918282985687256","1.3918282985687256","1.3918282985687256","1.4550739526748657","1.4550739526748657","1.4550739526748657","1.618971824645996","1.618971824645996","1.618971824645996"
"62","1.416157841682434","1.416157841682434","1.416157841682434","1.4523555040359497","1.4523555040359497","1.4523555040359497","1.6202969551086426","1.6202969551086426","1.6202969551086426"
"63","1.4061758518218994","1.4061758518218994","1.4061758518218994","1.4462662935256958","1.4462662935256958","1.4462662935256958","1.6154921054840088","1.6154921054840088","1.6154921054840088"
"64","1.4219647645950317","1.4219647645950317","1.4219647645950317","1.4626961946487427","1.4626961946487427","1.4626961946487427","1.61579167842865","1.61579167842865","1.61579167842865"
"65","1.4300892353057861","1.4300892353057861","1.4300892353057861","1.4488768577575684","1.4488768577575684","1.4488768577575684","1.6241614818572998","1.6241614818572998","1.6241614818572998"
"66","1.4077240228652954","1.4077240228652954","1.4077240228652954","1.4461439847946167","1.4461439847946167","1.4461439847946167","1.6054296493530273","1.6054296493530273","1.6054296493530273"
"67","1.419089674949646","1.419089674949646","1.419089674949646","1.4517853260040283","1.4517853260040283","1.4517853260040283","1.6091290712356567","1.6091290712356567","1.6091290712356567"
"68","1.404589056968689","1.404589056968689","1.404589056968689","1.4569265842437744","1.4569265842437744","1.4569265842437744","1.5937997102737427","1.5937997102737427","1.5937997102737427"
"69","1.39902925491333","1.39902925491333","1.39902925491333","1.4373544454574585","1.4373544454574585","1.4373544454574585","1.6098010540008545","1.6098010540008545","1.6098010540008545"
"70","1.4118725061416626","1.4118725061416626","1.4118725061416626","1.4435397386550903","1.4435397386550903","1.4435397386550903","1.6096572875976562","1.6096572875976562","1.6096572875976562"
"71","1.416619896888733","1.416619896888733","1.416619896888733","1.4517467021942139","1.4517467021942139","1.4517467021942139","1.5894689559936523","1.5894689559936523","1.5894689559936523"
"72","1.4038116931915283","1.4038116931915283","1.4038116931915283","1.4435980319976807","1.4435980319976807","1.4435980319976807","1.587715744972229","1.587715744972229","1.587715744972229"
"73","1.4005141258239746","1.4005141258239746","1.4005141258239746","1.4376044273376465","1.4376044273376465","1.4376044273376465","1.5895837545394897","1.5895837545394897","1.5895837545394897"
"74","1.3901828527450562","1.3901828527450562","1.3901828527450562","1.4552905559539795","1.4552905559539795","1.4552905559539795","1.5888049602508545","1.5888049602508545","1.5888049602508545"
"75","1.4231557846069336","1.4231557846069336","1.4231557846069336","1.4287164211273193","1.4287164211273193","1.4287164211273193","1.5862817764282227","1.5862817764282227","1.5862817764282227"
"76","1.3944131135940552","1.3944131135940552","1.3944131135940552","1.4371179342269897","1.4371179342269897","1.4371179342269897","1.5862940549850464","1.5862940549850464","1.5862940549850464"
"77","1.4105863571166992","1.4105863571166992","1.4105863571166992","1.4531636238098145","1.4531636238098145","1.4531636238098145","1.5742652416229248","1.5742652416229248","1.5742652416229248"
"78","1.4003030061721802","1.4003030061721802","1.4003030061721802","1.4478049278259277","1.4478049278259277","1.4478049278259277","1.5810966491699219","1.5810966491699219","1.5810966491699219"
"79","1.3924925327301025","1.3924925327301025","1.3924925327301025","1.4677422046661377","1.4677422046661377","1.4677422046661377","1.5776406526565552","1.5776406526565552","1.5776406526565552"
"80","1.4142810106277466","1.4142810106277466","1.4142810106277466","1.4410500526428223","1.4410500526428223","1.4410500526428223","1.5839457511901855","1.5839457511901855","1.5839457511901855"
"81","1.4023218154907227","1.4023218154907227","1.4023218154907227","1.4472156763076782","1.4472156763076782","1.4472156763076782","1.5707019567489624","1.5707019567489624","1.5707019567489624"
"82","1.407426118850708","1.407426118850708","1.407426118850708","1.443945288658142","1.443945288658142","1.443945288658142","1.5685794353485107","1.5685794353485107","1.5685794353485107"
"83","1.4110496044158936","1.4110496044158936","1.4110496044158936","1.446108341217041","1.446108341217041","1.446108341217041","1.5782437324523926","1.5782437324523926","1.5782437324523926"
"84","1.4106636047363281","1.4106636047363281","1.4106636047363281","1.4441142082214355","1.4441142082214355","1.4441142082214355","1.5710699558258057","1.5710699558258057","1.5710699558258057"
"85","1.4054816961288452","1.4054816961288452","1.4054816961288452","1.431396484375","1.431396484375","1.431396484375","1.5609480142593384","1.5609480142593384","1.5609480142593384"
"86","1.3893400430679321","1.3893400430679321","1.3893400430679321","1.4295189380645752","1.4295189380645752","1.4295189380645752","1.5589758157730103","1.5589758157730103","1.5589758157730103"
"87","1.3965033292770386","1.3965033292770386","1.3965033292770386","1.4365530014038086","1.4365530014038086","1.4365530014038086","1.5470162630081177","1.5470162630081177","1.5470162630081177"
"88","1.4174249172210693","1.4174249172210693","1.4174249172210693","1.4320473670959473","1.4320473670959473","1.4320473670959473","1.5712906122207642","1.5712906122207642","1.5712906122207642"
"89","1.39912748336792","1.39912748336792","1.39912748336792","1.430056095123291","1.430056095123291","1.430056095123291","1.5497708320617676","1.5497708320617676","1.5497708320617676"
"90","1.3955518007278442","1.3955518007278442","1.3955518007278442","1.4322075843811035","1.4322075843811035","1.4322075843811035","1.550309181213379","1.550309181213379","1.550309181213379"
"91","1.4001243114471436","1.4001243114471436","1.4001243114471436","1.4473682641983032","1.4473682641983032","1.4473682641983032","1.5544159412384033","1.5544159412384033","1.5544159412384033"
"92","1.394925832748413","1.394925832748413","1.394925832748413","1.444018840789795","1.444018840789795","1.444018840789795","1.5468298196792603","1.5468298196792603","1.5468298196792603"
"93","1.411750078201294","1.411750078201294","1.411750078201294","1.4390313625335693","1.4390313625335693","1.4390313625335693","1.5443713665008545","1.5443713665008545","1.5443713665008545"
"94","1.406941533088684","1.406941533088684","1.406941533088684","1.4289140701293945","1.4289140701293945","1.4289140701293945","1.5387338399887085","1.5387338399887085","1.5387338399887085"
"95","1.3924604654312134","1.3924604654312134","1.3924604654312134","1.4242101907730103","1.4242101907730103","1.4242101907730103","1.5351758003234863","1.5351758003234863","1.5351758003234863"
"96","1.4004714488983154","1.4004714488983154","1.4004714488983154","1.4335857629776","1.4335857629776","1.4335857629776","1.509495496749878","1.509495496749878","1.509495496749878"
"97","1.4023529291152954","1.4023529291152954","1.4023529291152954","1.424680233001709","1.424680233001709","1.424680233001709","1.5408222675323486","1.5408222675323486","1.5408222675323486"
"98","1.4094597101211548","1.4094597101211548","1.4094597101211548","1.4288095235824585","1.4288095235824585","1.4288095235824585","1.5220662355422974","1.5220662355422974","1.5220662355422974"
"99","1.4096015691757202","1.4096015691757202","1.4096015691757202","1.4298148155212402","1.4298148155212402","1.4298148155212402","1.5372529029846191","1.5372529029846191","1.5372529029846191"
"100","1.40427827835083","1.40427827835083","1.40427827835083","1.4400949478149414","1.4400949478149414","1.4400949478149414","1.5259486436843872","1.5259486436843872","1.5259486436843872"
"101","1.3835052251815796","1.3835052251815796","1.3835052251815796","","","","","",""
"102","1.384865164756775","1.384865164756775","1.384865164756775","","","","","",""
"103","1.3965089321136475","1.3965089321136475","1.3965089321136475","","","","","",""
"104","1.3851245641708374","1.3851245641708374","1.3851245641708374","","","","","",""
"105","1.3880565166473389","1.3880565166473389","1.3880565166473389","","","","","",""
"106","1.4056315422058105","1.4056315422058105","1.4056315422058105","","","","","",""
"107","1.413903832435608","1.413903832435608","1.413903832435608","","","","","",""
"108","1.3760837316513062","1.3760837316513062","1.3760837316513062","","","","","",""
"109","1.3799636363983154","1.3799636363983154","1.3799636363983154","","","","","",""
"110","1.3894320726394653","1.3894320726394653","1.3894320726394653","","","","","",""
"111","1.400603175163269","1.400603175163269","1.400603175163269","","","","","",""
"112","1.407656192779541","1.407656192779541","1.407656192779541","","","","","",""
"113","1.387820839881897","1.387820839881897","1.387820839881897","","","","","",""
"114","1.3972378969192505","1.3972378969192505","1.3972378969192505","","","","","",""
"115","1.4012683629989624","1.4012683629989624","1.4012683629989624","","","","","",""
"116","1.4050588607788086","1.4050588607788086","1.4050588607788086","","","","","",""
"117","1.3842676877975464","1.3842676877975464","1.3842676877975464","","","","","",""
"118","1.414679765701294","1.414679765701294","1.414679765701294","","","","","",""
"119","1.375817894935608","1.375817894935608","1.375817894935608","","","","","",""
"120","1.4044923782348633","1.4044923782348633","1.4044923782348633","","","","","",""
"121","1.3889557123184204","1.3889557123184204","1.3889557123184204","","","","","",""
"122","1.3906280994415283","1.3906280994415283","1.3906280994415283","","","","","",""
"123","1.380386233329773","1.380386233329773","1.380386233329773","","","","","",""
"124","1.3920032978057861","1.3920032978057861","1.3920032978057861","","","","","",""
"125","1.410580039024353","1.410580039024353","1.410580039024353","","","","","",""
"126","1.404862403869629","1.404862403869629","1.404862403869629","","","","","",""
"127","1.3894774913787842","1.3894774913787842","1.3894774913787842","","","","","",""
"128","1.4038807153701782","1.4038807153701782","1.4038807153701782","","","","","",""
"129","1.3982402086257935","1.3982402086257935","1.3982402086257935","","","","","",""
"130","1.3890092372894287","1.3890092372894287","1.3890092372894287","","","","","",""
"131","1.3834224939346313","1.3834224939346313","1.3834224939346313","","","","","",""
"132","1.3906766176223755","1.3906766176223755","1.3906766176223755","","","","","",""
"133","1.4023518562316895","1.4023518562316895","1.4023518562316895","","","","","",""
"134","1.4130252599716187","1.4130252599716187","1.4130252599716187","","","","","",""
"135","1.3951572179794312","1.3951572179794312","1.3951572179794312","","","","","",""
"136","1.3807066679000854","1.3807066679000854","1.3807066679000854","","","","","",""
"137","1.4070903062820435","1.4070903062820435","1.4070903062820435","","","","","",""
"138","1.3882741928100586","1.3882741928100586","1.3882741928100586","","","","","",""
"139","1.3934030532836914","1.3934030532836914","1.3934030532836914","","","","","",""
"140","1.390622615814209","1.390622615814209","1.390622615814209","","","","","",""
"141","1.3911079168319702","1.3911079168319702","1.3911079168319702","","","","","",""
"142","1.3961586952209473","1.3961586952209473","1.3961586952209473","","","","","",""
"143","1.3839994668960571","1.3839994668960571","1.3839994668960571","","","","","",""
"144","1.3904169797897339","1.3904169797897339","1.3904169797897339","","","","","",""
"145","1.386060357093811","1.386060357093811","1.386060357093811","","","","","",""
"146","1.3860046863555908","1.3860046863555908","1.3860046863555908","","","","","",""
"147","1.4054255485534668","1.4054255485534668","1.4054255485534668","","","","","",""
"148","1.3814327716827393","1.3814327716827393","1.3814327716827393","","","","","",""
"149","1.3938591480255127","1.3938591480255127","1.3938591480255127","","","","","",""
"150","1.388116717338562","1.388116717338562","1.388116717338562","","","","","",""
"151","1.3867175579071045","1.3867175579071045","1.3867175579071045","","","","","",""
"152","1.3829628229141235","1.3829628229141235","1.3829628229141235","","","","","",""
"153","1.4075595140457153","1.4075595140457153","1.4075595140457153","","","","","",""
"154","1.3776990175247192","1.3776990175247192","1.3776990175247192","","","","","",""
"155","1.3889648914337158","1.3889648914337158","1.3889648914337158","","","","","",""
"156","1.399950385093689","1.399950385093689","1.399950385093689","","","","","",""
"157","1.3752036094665527","1.3752036094665527","1.3752036094665527","","","","","",""
"158","1.392662525177002","1.392662525177002","1.392662525177002","","","","","",""
"159","1.377273678779602","1.377273678779602","1.377273678779602","","","","","",""
"160","1.3851655721664429","1.3851655721664429","1.3851655721664429","","","","","",""
"161","1.379520058631897","1.379520058631897","1.379520058631897","","","","","",""
"162","1.397944688796997","1.397944688796997","1.397944688796997","","","","","",""
"163","1.3780272006988525","1.3780272006988525","1.3780272006988525","","","","","",""
"164","1.3697465658187866","1.3697465658187866","1.3697465658187866","","","","","",""
"165","1.388837456703186","1.388837456703186","1.388837456703186","","","","","",""
"166","1.3850420713424683","1.3850420713424683","1.3850420713424683","","","","","",""
"167","1.392305612564087","1.392305612564087","1.392305612564087","","","","","",""
"168","1.3827368021011353","1.3827368021011353","1.3827368021011353","","","","","",""
"169","1.3815492391586304","1.3815492391586304","1.3815492391586304","","","","","",""
"170","1.3998249769210815","1.3998249769210815","1.3998249769210815","","","","","",""
"171","1.386027216911316","1.386027216911316","1.386027216911316","","","","","",""
"172","1.4007289409637451","1.4007289409637451","1.4007289409637451","","","","","",""
"173","1.391108512878418","1.391108512878418","1.391108512878418","","","","","",""
"174","1.3767181634902954","1.3767181634902954","1.3767181634902954","","","","","",""
"175","1.3868811130523682","1.3868811130523682","1.3868811130523682","","","","","",""
"176","1.3985681533813477","1.3985681533813477","1.3985681533813477","","","","","",""
"177","1.3896915912628174","1.3896915912628174","1.3896915912628174","","","","","",""
"178","1.4004242420196533","1.4004242420196533","1.4004242420196533","","","","","",""
"179","1.3905649185180664","1.3905649185180664","1.3905649185180664","","","","","",""
"180","1.4021846055984497","1.4021846055984497","1.4021846055984497","","","","","",""
"181","1.394850254058838","1.394850254058838","1.394850254058838","","","","","",""
"182","1.3979824781417847","1.3979824781417847","1.3979824781417847","","","","","",""
"183","1.387681245803833","1.387681245803833","1.387681245803833","","","","","",""
"184","1.3766305446624756","1.3766305446624756","1.3766305446624756","","","","","",""
"185","1.3903847932815552","1.3903847932815552","1.3903847932815552","","","","","",""
"186","1.403700828552246","1.403700828552246","1.403700828552246","","","","","",""
"187","1.3736706972122192","1.3736706972122192","1.3736706972122192","","","","","",""
"188","1.4035251140594482","1.4035251140594482","1.4035251140594482","","","","","",""
"189","1.3855433464050293","1.3855433464050293","1.3855433464050293","","","","","",""
"190","1.3800636529922485","1.3800636529922485","1.3800636529922485","","","","","",""
"191","1.3944331407546997","1.3944331407546997","1.3944331407546997","","","","","",""
"192","1.4020888805389404","1.4020888805389404","1.4020888805389404","","","","","",""
"193","1.3927992582321167","1.3927992582321167","1.3927992582321167","","","","","",""
"194","1.3779296875","1.3779296875","1.3779296875","","","","","",""
"195","1.402488350868225","1.402488350868225","1.402488350868225","","","","","",""
"196","1.3883646726608276","1.3883646726608276","1.3883646726608276","","","","","",""
"197","1.3790897130966187","1.3790897130966187","1.3790897130966187","","","","","",""
"198","1.3951094150543213","1.3951094150543213","1.3951094150543213","","","","","",""
"199","1.364589810371399","1.364589810371399","1.364589810371399","","","","","",""
"200","1.3934098482131958","1.3934098482131958","1.3934098482131958","","","","","",""
